affected_macaddress,alerted_macaddress,severity_level,location
bc:e1:43:c6:3a:62,98:10:e8:07:e0:5b,mild,1st_floor
bc:e1:43:c6:3a:62,98:10:e8:06:82:52,mild,1st_floor
bc:e1:43:c6:3a:62,a4:c3:f0:a5:f0:c8,mild,1st_floor
bc:e1:43:c6:3a:62,cc:44:63:12:2a:3f,mild,1st_floor
bc:e1:43:c6:3a:62,08:c5:e1:55:fa:fe,mild,1st_floor
bc:e1:43:c6:3a:62,98:ca:33:95:8c:fa,mild,1st_floor
bc:e1:43:c6:3a:62,88:66:a5:94:52:e3,mild,1st_floor
bc:e1:43:c6:3a:62,5c:5f:67:8b:1b:6d,mild,1st_floor
bc:e1:43:c6:3a:62,9c:da:3e:7e:f9:19,mild,1st_floor
bc:e1:43:c6:3a:62,48:45:20:4b:c2:51,mild,1st_floor
bc:e1:43:c6:3a:62,88:66:a5:0e:a4:bb,mild,1st_floor
bc:e1:43:c6:3a:62,90:61:ae:25:4e:a5,mild,1st_floor
bc:e1:43:c6:3a:62,90:61:ae:25:9f:63,mild,1st_floor
bc:e1:43:c6:3a:62,90:61:ae:25:4f:5e,mild,1st_floor
bc:e1:43:c6:3a:62,cc:44:63:42:41:f9,mild,1st_floor
bc:e1:43:c6:3a:62,9c:da:3e:7f:8e:24,mild,1st_floor
bc:e1:43:c6:3a:62,88:66:a5:00:ff:ff,mild,1st_floor
bc:e1:43:c6:3a:62,88:66:a5:1e:b0:b2,mild,1st_floor
bc:e1:43:c6:3a:62,9c:da:3e:7f:a3:0f,mild,1st_floor
bc:e1:43:c6:3a:62,e4:a7:a0:94:2e:7e,mild,1st_floor
bc:e1:43:c6:3a:62,7c:b2:7d:87:7a:76,mild,1st_floor
bc:e1:43:c6:3a:62,88:66:a5:3b:ce:4f,mild,1st_floor
bc:e1:43:c6:3a:62,b4:9c:df:87:2d:eb,mild,1st_floor
bc:e1:43:c6:3a:62,9c:da:3e:7e:f7:d4,mild,1st_floor
bc:e1:43:c6:3a:62,98:10:e8:52:f9:41,mild,1st_floor
bc:e1:43:c6:3a:62,34:42:62:b9:12:12,moderate,1st_floor
bc:e1:43:c6:3a:62,cc:44:63:3f:26:34,moderate,1st_floor
5c:f7:e6:e5:33:3e,9c:f4:8e:d2:9c:9e,mild,1st_floor
5c:f7:e6:e5:33:3e,88:66:a5:56:00:19,mild,1st_floor
5c:f7:e6:e5:33:3e,88:66:a5:0e:e4:28,mild,1st_floor
5c:f7:e6:e5:33:3e,7c:d5:66:6c:ab:e6,mild,1st_floor
5c:f7:e6:e5:33:3e,a4:e9:75:a3:fd:4d,mild,1st_floor
5c:f7:e6:e5:33:3e,7c:b2:7d:86:43:9a,mild,1st_floor
5c:f7:e6:e5:33:3e,48:a4:72:ae:12:4e,mild,1st_floor
5c:f7:e6:e5:33:3e,90:61:ae:25:a1:6b,mild,1st_floor
5c:f7:e6:e5:33:3e,88:66:a5:0e:7c:26,mild,1st_floor
5c:f7:e6:e5:33:3e,8c:f5:a3:de:63:25,mild,1st_floor
5c:f7:e6:e5:33:3e,9c:da:3e:7f:a0:c6,mild,1st_floor
5c:f7:e6:e5:33:3e,8c:8e:f2:a0:91:09,mild,1st_floor
5c:f7:e6:e5:33:3e,5c:5f:67:8b:f2:36,mild,1st_floor
5c:f7:e6:e5:33:3e,7c:b2:7d:85:8c:7f,mild,1st_floor
5c:f7:e6:e5:33:3e,48:a4:72:9a:d8:a0,mild,1st_floor
5c:f7:e6:e5:33:3e,88:66:a5:8f:a7:85,mild,1st_floor
5c:f7:e6:e5:33:3e,98:10:e8:52:f9:41,mild,1st_floor
5c:f7:e6:e5:33:3e,48:a4:72:ae:12:62,mild,1st_floor
5c:f7:e6:e5:33:3e,7c:b2:7d:85:ba:06,mild,1st_floor
5c:f7:e6:e5:33:3e,cc:44:63:42:3b:b4,mild,1st_floor
5c:f7:e6:e5:33:3e,88:66:a5:98:30:6d,mild,1st_floor
5c:f7:e6:e5:33:3e,cc:44:63:12:2a:3f,mild,1st_floor
5c:f7:e6:e5:33:3e,88:66:a5:12:7c:b1,mild,1st_floor
5c:f7:e6:e5:33:3e,5c:5f:67:8c:09:60,mild,1st_floor
5c:f7:e6:e5:33:3e,98:ca:33:95:8c:fa,mild,1st_floor
5c:f7:e6:e5:33:3e,00:b3:62:de:41:e9,mild,1st_floor
5c:f7:e6:e5:33:3e,5c:5f:67:8b:f1:d7,mild,1st_floor
5c:f7:e6:e5:33:3e,90:61:ae:25:a1:5c,mild,1st_floor
5c:f7:e6:e5:33:3e,5c:5f:67:8b:1c:c1,mild,1st_floor
5c:f7:e6:e5:33:3e,48:45:20:4b:c2:51,mild,1st_floor
5c:f7:e6:e5:33:3e,6c:96:cf:ca:e0:9c,mild,1st_floor
5c:f7:e6:e5:33:3e,9c:f4:8e:d4:c2:44,mild,1st_floor
5c:f7:e6:e5:33:3e,e4:a7:a0:99:dd:dd,mild,1st_floor
5c:f7:e6:e5:33:3e,9c:da:3e:7f:8e:bf,mild,1st_floor
5c:f7:e6:e5:33:3e,cc:44:63:42:41:f9,mild,1st_floor
5c:f7:e6:e5:33:3e,5c:5f:67:8b:1c:6c,mild,1st_floor
5c:f7:e6:e5:33:3e,90:61:ae:25:4f:77,mild,1st_floor
5c:f7:e6:e5:33:3e,9c:da:3e:7f:a3:0f,mild,1st_floor
5c:f7:e6:e5:33:3e,9c:da:3e:7f:a0:ee,mild,1st_floor
5c:f7:e6:e5:33:3e,cc:44:63:16:7d:be,mild,1st_floor
5c:f7:e6:e5:33:3e,ec:ad:b8:7e:23:e2,mild,1st_floor
5c:f7:e6:e5:33:3e,6c:c7:ec:36:92:15,mild,1st_floor
5c:f7:e6:e5:33:3e,88:66:a5:3b:ce:4f,mild,1st_floor
5c:f7:e6:e5:33:3e,7c:b2:7d:87:7a:76,mild,1st_floor
5c:f7:e6:e5:33:3e,b4:9c:df:7b:22:e0,mild,1st_floor
5c:f7:e6:e5:33:3e,d0:7f:a0:a3:c4:39,mild,1st_floor
5c:f7:e6:e5:33:3e,88:66:a5:55:52:f9,mild,1st_floor
5c:f7:e6:e5:33:3e,24:1b:7a:99:36:b1,mild,1st_floor
5c:f7:e6:e5:33:3e,48:a4:72:ae:12:8f,mild,1st_floor
5c:f7:e6:e5:33:3e,5c:5f:67:8b:1a:f0,mild,1st_floor
5c:f7:e6:e5:33:3e,8c:8e:f2:b1:14:ee,moderate,1st_floor
5c:f7:e6:e5:33:3e,cc:44:63:23:82:77,moderate,1st_floor
5c:f7:e6:e5:33:3e,98:10:e8:06:82:52,moderate,1st_floor
5c:f7:e6:e5:33:3e,7c:b2:7d:87:e5:06,moderate,1st_floor
5c:f7:e6:e5:33:3e,14:ab:c5:b7:01:dd,moderate,1st_floor
5c:f7:e6:e5:33:3e,98:10:e8:3b:5c:d1,moderate,1st_floor
5c:f7:e6:e5:33:3e,90:61:ae:25:4f:5e,moderate,1st_floor
5c:f7:e6:e5:33:3e,08:c5:e1:55:fa:fe,moderate,1st_floor
5c:f7:e6:e5:33:3e,c8:d0:83:39:1b:15,moderate,1st_floor
5c:f7:e6:e5:33:3e,48:45:20:37:cf:b7,moderate,1st_floor
5c:f7:e6:e5:33:3e,0c:51:01:b4:4c:ac,moderate,1st_floor
5c:f7:e6:e5:33:3e,5c:5f:67:8b:ec:c8,severe,1st_floor
5c:f7:e6:e5:33:3e,8c:f5:a3:ce:1e:dc,severe,1st_floor
88:66:a5:54:fb:b9,9c:da:3e:69:d3:ef,mild,1st_floor
88:66:a5:54:fb:b9,64:a5:c3:4d:1b:e3,mild,1st_floor
88:66:a5:54:fb:b9,88:66:a5:4d:6c:de,mild,1st_floor
88:66:a5:54:fb:b9,9c:da:3e:7e:f7:75,mild,1st_floor
88:66:a5:54:fb:b9,48:a4:72:ae:12:8f,mild,1st_floor
88:66:a5:54:fb:b9,9c:da:3e:7f:8e:01,mild,1st_floor
88:66:a5:54:fb:b9,48:a4:72:ab:61:57,mild,1st_floor
88:66:a5:54:fb:b9,88:66:a5:11:69:3e,mild,1st_floor
88:66:a5:54:fb:b9,e0:d0:83:56:6e:71,mild,1st_floor
88:66:a5:54:fb:b9,5c:5f:67:8b:1c:76,mild,1st_floor
88:66:a5:54:fb:b9,80:0c:67:bd:1c:89,mild,1st_floor
88:66:a5:54:fb:b9,88:66:a5:1a:ba:53,mild,1st_floor
88:66:a5:54:fb:b9,88:66:a5:1e:b0:b2,mild,1st_floor
88:66:a5:54:fb:b9,c0:bd:d1:e3:fd:5e,mild,1st_floor
88:66:a5:54:fb:b9,e4:a7:a0:99:db:cb,mild,1st_floor
88:66:a5:54:fb:b9,88:66:a5:3d:99:eb,mild,1st_floor
88:66:a5:54:fb:b9,bc:e1:43:c6:3a:62,mild,1st_floor
88:66:a5:54:fb:b9,f8:2d:7c:dc:dc:b8,moderate,1st_floor
88:66:a5:54:fb:b9,18:5e:0f:ec:f0:a9,moderate,1st_floor
88:66:a5:54:fb:b9,98:ca:33:95:8c:fa,moderate,1st_floor
88:66:a5:54:fb:b9,98:10:e8:07:e0:5b,moderate,1st_floor
88:66:a5:54:fb:b9,18:5e:0f:ec:f0:77,moderate,1st_floor
88:66:a5:54:fb:b9,bc:e1:43:0e:5a:87,moderate,1st_floor
88:66:a5:54:fb:b9,40:e2:30:cd:e6:55,moderate,1st_floor
88:66:a5:54:fb:b9,cc:44:63:42:41:f9,moderate,1st_floor
88:66:a5:54:fb:b9,5c:5f:67:8b:fd:35,moderate,1st_floor
88:66:a5:54:fb:b9,b4:9c:df:87:2d:eb,moderate,1st_floor
88:66:a5:54:fb:b9,88:66:a5:0e:a4:bb,moderate,1st_floor
88:66:a5:54:fb:b9,30:07:4d:72:11:54,moderate,1st_floor
88:66:a5:54:fb:b9,8c:83:e1:48:c8:28,moderate,1st_floor
88:66:a5:54:fb:b9,a8:db:03:52:33:06,moderate,1st_floor
88:66:a5:54:fb:b9,90:61:ae:25:9f:63,moderate,1st_floor
88:66:a5:54:fb:b9,90:61:ae:25:4f:5e,moderate,1st_floor
88:66:a5:54:fb:b9,c0:d2:dd:66:08:99,moderate,1st_floor
88:66:a5:54:fb:b9,5c:5f:67:8b:1c:7b,moderate,1st_floor
88:66:a5:54:fb:b9,9c:b6:d0:e1:72:9f,moderate,1st_floor
88:66:a5:54:fb:b9,fc:4d:d4:55:31:b4,moderate,1st_floor
88:66:a5:54:fb:b9,14:9f:3c:59:78:c5,moderate,1st_floor
88:66:a5:54:fb:b9,3c:f8:62:6c:86:4e,moderate,1st_floor
88:66:a5:54:fb:b9,cc:c0:79:0b:9a:2a,moderate,1st_floor
88:66:a5:54:fb:b9,04:d3:b0:f1:cf:e3,moderate,1st_floor
88:66:a5:54:fb:b9,3c:f8:62:6b:4e:d2,moderate,1st_floor
88:66:a5:54:fb:b9,f8:2d:7c:5a:14:67,moderate,1st_floor
88:66:a5:54:fb:b9,c0:b6:f9:f5:58:d4,moderate,1st_floor
88:66:a5:54:fb:b9,88:66:a5:3b:ce:4f,moderate,1st_floor
88:66:a5:54:fb:b9,c4:e9:84:09:a4:6f,moderate,1st_floor
88:66:a5:54:fb:b9,34:42:62:b9:12:12,moderate,1st_floor
88:66:a5:54:fb:b9,04:d6:aa:c0:d8:56,moderate,1st_floor
88:66:a5:54:fb:b9,a4:c3:f0:a5:f0:c8,moderate,1st_floor
88:66:a5:54:fb:b9,08:c5:e1:55:fa:fe,moderate,1st_floor
88:66:a5:54:fb:b9,98:10:e8:07:b6:8f,severe,1st_floor
88:66:a5:54:fb:b9,14:ab:c5:b7:01:dd,severe,1st_floor
88:66:a5:54:fb:b9,88:66:a5:00:ff:ff,severe,1st_floor
88:66:a5:54:fb:b9,00:23:a7:e5:b3:b4,severe,1st_floor
88:66:a5:54:fb:b9,cc:44:63:12:2a:3f,severe,1st_floor
88:66:a5:54:fb:b9,8c:8e:f2:a0:91:09,severe,1st_floor
88:66:a5:54:fb:b9,e4:a7:a0:99:dc:f7,severe,1st_floor
88:66:a5:54:fb:b9,7c:b2:7d:85:ba:06,severe,1st_floor
88:66:a5:54:fb:b9,88:66:a5:55:68:23,severe,1st_floor
88:66:a5:54:fb:b9,14:ab:c5:09:b7:53,severe,1st_floor
88:66:a5:54:fb:b9,90:61:ae:25:4e:a5,severe,1st_floor
88:66:a5:54:fb:b9,98:10:e8:06:82:52,severe,1st_floor
88:66:a5:54:fb:b9,98:10:e8:08:66:44,severe,1st_floor
88:66:a5:54:fb:b9,9c:da:3e:7f:8e:24,severe,1st_floor
88:66:a5:54:fb:b9,9c:da:3e:7f:a3:0f,severe,1st_floor
88:66:a5:54:fb:b9,9c:da:3e:7e:f7:d4,severe,1st_floor
88:66:a5:54:fb:b9,9c:da:3e:7e:f9:19,severe,1st_floor
88:66:a5:54:fb:b9,88:66:a5:0e:e4:28,severe,1st_floor
88:66:a5:54:fb:b9,5c:5f:67:8b:1b:6d,severe,1st_floor
88:66:a5:54:fb:b9,98:10:e8:52:f9:41,severe,1st_floor
88:66:a5:54:fb:b9,7c:b2:7d:87:7a:76,severe,1st_floor
88:66:a5:54:fb:b9,48:45:20:4b:c2:51,severe,1st_floor
88:66:a5:54:fb:b9,e4:a7:a0:94:2e:7e,severe,1st_floor
88:66:a5:54:fb:b9,88:66:a5:94:52:e3,severe,1st_floor
88:66:a5:54:fb:b9,9c:da:3e:69:ca:fd,severe,1st_floor
88:66:a5:54:fb:b9,a4:c3:f0:a5:f0:96,severe,1st_floor
ec:ad:b8:69:0f:f6,48:45:20:37:cf:b7,mild,1st_floor
ec:ad:b8:69:0f:f6,88:66:a5:55:ad:91,mild,1st_floor
ec:ad:b8:69:0f:f6,0c:51:01:b3:e5:c5,moderate,1st_floor
ec:ad:b8:69:0f:f6,00:b3:62:de:41:e9,moderate,1st_floor
ec:ad:b8:69:0f:f6,6c:96:cf:c7:43:1f,moderate,1st_floor
ec:ad:b8:69:0f:f6,88:66:a5:18:4d:cd,severe,1st_floor
ec:ad:b8:69:0f:f6,6c:c7:ec:36:92:15,severe,1st_floor
ec:ad:b8:69:0f:f6,24:1b:7a:1e:3a:62,severe,1st_floor
ec:ad:b8:69:0f:f6,5c:5f:67:8b:ec:c8,severe,1st_floor
ec:ad:b8:69:0f:f6,98:10:e8:06:85:6a,severe,1st_floor
ec:ad:b8:69:0f:f6,5c:f7:e6:e7:ff:62,severe,1st_floor
ec:ad:b8:69:0f:f6,08:c5:e1:85:0a:88,severe,1st_floor
ec:ad:b8:69:0f:f6,5c:5f:67:8b:1d:20,severe,1st_floor
88:66:a5:da:b1:45,e4:a7:a0:99:bc:0e,moderate,1st_floor
88:66:a5:da:b1:45,98:10:e8:3b:13:05,moderate,1st_floor
88:66:a5:da:b1:45,88:da:1a:28:07:14,moderate,1st_floor
88:66:a5:da:b1:45,9c:da:3e:7f:a0:da,severe,1st_floor
88:66:a5:da:b1:45,9c:da:3e:7f:a0:6c,severe,1st_floor
88:66:a5:da:b1:45,88:66:a5:18:4d:cd,severe,1st_floor
88:66:a5:da:b1:45,c4:61:8b:9a:4c:81,severe,1st_floor
88:66:a5:da:b1:45,28:16:ad:17:e4:b3,severe,1st_floor
88:66:a5:da:b1:45,9c:da:3e:7f:a1:48,severe,1st_floor
88:66:a5:da:b1:45,b4:9c:df:80:03:98,severe,1st_floor
88:66:a5:da:b1:45,10:02:b5:e3:09:40,severe,1st_floor
88:66:a5:da:b1:45,88:66:a5:55:52:f9,severe,1st_floor
88:66:a5:da:b1:45,cc:44:63:23:c8:f9,severe,1st_floor
88:66:a5:da:b1:45,08:e6:89:17:48:61,severe,1st_floor
88:66:a5:da:b1:45,80:e6:50:6a:60:19,severe,1st_floor
88:66:a5:da:b1:45,48:a4:72:ae:12:7b,severe,1st_floor
88:66:a5:da:b1:45,98:10:e8:3b:08:d7,severe,1st_floor
88:66:a5:da:b1:45,98:10:e8:39:f6:14,severe,1st_floor
88:66:a5:da:b1:45,3c:cd:36:a3:4c:63,severe,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:0e:e4:28,mild,1st_floor
5c:5f:67:8b:1c:62,8c:8e:f2:02:86:b5,mild,1st_floor
5c:5f:67:8b:1c:62,94:94:26:5c:0d:77,mild,1st_floor
5c:5f:67:8b:1c:62,6c:96:cf:88:21:ff,mild,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:1a:b2:f7,mild,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:55:68:23,mild,1st_floor
5c:5f:67:8b:1c:62,a4:c3:f0:a5:f0:eb,mild,1st_floor
5c:5f:67:8b:1c:62,6c:96:cf:af:3e:3c,mild,1st_floor
5c:5f:67:8b:1c:62,98:10:e8:06:82:52,mild,1st_floor
5c:5f:67:8b:1c:62,5c:f7:e6:e7:ff:62,mild,1st_floor
5c:5f:67:8b:1c:62,cc:44:63:22:a6:39,mild,1st_floor
5c:5f:67:8b:1c:62,5c:5f:67:8b:1c:c1,mild,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:0e:a4:bb,mild,1st_floor
5c:5f:67:8b:1c:62,6c:96:cf:ca:e0:9c,mild,1st_floor
5c:5f:67:8b:1c:62,e4:70:b8:82:85:a7,mild,1st_floor
5c:5f:67:8b:1c:62,90:61:ae:25:4f:5e,mild,1st_floor
5c:5f:67:8b:1c:62,0c:51:01:b7:15:11,mild,1st_floor
5c:5f:67:8b:1c:62,5c:5f:67:8b:e1:b5,mild,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:55:ad:91,mild,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:1e:b0:b2,mild,1st_floor
5c:5f:67:8b:1c:62,9c:da:3e:7f:a3:0f,mild,1st_floor
5c:5f:67:8b:1c:62,cc:44:63:16:7d:be,mild,1st_floor
5c:5f:67:8b:1c:62,6c:96:cf:c7:43:1f,mild,1st_floor
5c:5f:67:8b:1c:62,10:02:b5:e3:08:eb,mild,1st_floor
5c:5f:67:8b:1c:62,48:45:20:37:cf:b7,mild,1st_floor
5c:5f:67:8b:1c:62,98:10:e8:52:f9:41,mild,1st_floor
5c:5f:67:8b:1c:62,7c:b2:7d:87:e5:06,moderate,1st_floor
5c:5f:67:8b:1c:62,9c:da:3e:7e:f7:d4,moderate,1st_floor
5c:5f:67:8b:1c:62,9c:da:3e:7f:8e:24,moderate,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:00:ff:ff,moderate,1st_floor
5c:5f:67:8b:1c:62,5c:f7:e6:e7:fe:0f,moderate,1st_floor
5c:5f:67:8b:1c:62,50:a6:7f:2e:3a:bf,moderate,1st_floor
5c:5f:67:8b:1c:62,24:1b:7a:1b:eb:ba,moderate,1st_floor
5c:5f:67:8b:1c:62,9c:da:3e:7e:f9:19,moderate,1st_floor
5c:5f:67:8b:1c:62,90:61:ae:25:49:d7,moderate,1st_floor
5c:5f:67:8b:1c:62,90:61:ae:25:4e:a5,moderate,1st_floor
5c:5f:67:8b:1c:62,5c:5f:67:8b:1b:77,moderate,1st_floor
5c:5f:67:8b:1c:62,8c:f5:a3:ce:1e:dc,moderate,1st_floor
5c:5f:67:8b:1c:62,48:a4:72:ae:11:86,severe,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:98:30:6d,severe,1st_floor
5c:5f:67:8b:1c:62,c0:dc:da:00:e3:a9,severe,1st_floor
5c:5f:67:8b:1c:62,8c:8e:f2:a0:91:09,severe,1st_floor
5c:5f:67:8b:1c:62,98:10:e8:07:e0:5b,severe,1st_floor
5c:5f:67:8b:1c:62,c4:61:8b:a4:a8:7a,severe,1st_floor
5c:5f:67:8b:1c:62,90:61:ae:25:9f:63,severe,1st_floor
5c:5f:67:8b:1c:62,0c:51:01:b3:e5:c5,severe,1st_floor
5c:5f:67:8b:1c:62,24:1b:7a:99:36:b1,severe,1st_floor
5c:5f:67:8b:1c:62,5c:5f:67:8b:1c:5d,severe,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:56:00:19,severe,1st_floor
5c:5f:67:8b:1c:62,cc:44:63:23:82:77,severe,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:3b:66:5b,severe,1st_floor
5c:5f:67:8b:1c:62,3c:cd:36:a3:4c:63,severe,1st_floor
5c:5f:67:8b:1c:62,7c:b2:7d:85:d6:e4,severe,1st_floor
5c:5f:67:8b:1c:62,5c:5f:67:8b:e2:00,severe,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:da:3a:cf,severe,1st_floor
5c:5f:67:8b:1c:62,8c:8e:f2:a6:0b:d3,severe,1st_floor
5c:5f:67:8b:1c:62,5c:5f:67:8b:f2:0e,severe,1st_floor
5c:5f:67:8b:1c:62,5c:5f:67:8b:ec:c8,severe,1st_floor
5c:5f:67:8b:1c:62,5c:5f:67:8b:f1:eb,severe,1st_floor
5c:5f:67:8b:1c:62,00:b3:62:26:15:04,severe,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:42:91:21,severe,1st_floor
5c:5f:67:8b:1c:62,5c:5f:67:8b:f1:d7,severe,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:0d:ee:b0,severe,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:8f:bb:ad,severe,1st_floor
5c:5f:67:8b:1c:62,9c:f4:8e:d3:0d:ba,severe,1st_floor
5c:5f:67:8b:1c:62,a4:c3:f0:a5:f1:09,severe,1st_floor
5c:5f:67:8b:1c:62,e4:a7:a0:99:dd:06,severe,1st_floor
5c:5f:67:8b:1c:62,9c:da:3e:7e:f8:ce,severe,1st_floor
5c:5f:67:8b:1c:62,88:66:a5:0c:b4:83,severe,1st_floor
5c:5f:67:8b:1c:62,8c:8e:f2:b1:14:ee,severe,1st_floor
5c:5f:67:8b:1c:62,7c:b2:7d:86:43:31,severe,1st_floor
5c:5f:67:8b:1c:62,90:61:ae:25:4b:67,severe,1st_floor
5c:5f:67:8b:1c:62,9c:da:3e:7f:a0:ee,severe,1st_floor
7c:b2:7d:87:76:48,88:66:a5:55:f1:6e,mild,1st_floor
7c:b2:7d:87:76:48,9c:da:3e:80:29:97,mild,1st_floor
7c:b2:7d:87:76:48,cc:44:63:23:c8:f9,mild,1st_floor
7c:b2:7d:87:76:48,38:78:62:ec:78:16,mild,1st_floor
7c:b2:7d:87:76:48,7c:b2:7d:87:5c:cb,mild,1st_floor
7c:b2:7d:87:76:48,d0:77:14:23:f3:c5,mild,1st_floor
7c:b2:7d:87:76:48,9c:da:3e:7f:8e:bf,mild,1st_floor
7c:b2:7d:87:76:48,88:66:a5:1d:61:ae,mild,1st_floor
7c:b2:7d:87:76:48,80:0c:67:bd:1c:89,mild,1st_floor
7c:b2:7d:87:76:48,34:42:62:b9:12:12,mild,1st_floor
7c:b2:7d:87:76:48,28:16:ad:17:e4:b3,mild,1st_floor
7c:b2:7d:87:76:48,48:a4:72:ae:11:5e,moderate,1st_floor
7c:b2:7d:87:76:48,5c:5f:67:8b:e1:56,moderate,1st_floor
7c:b2:7d:87:76:48,64:a5:c3:4d:1b:e3,moderate,1st_floor
7c:b2:7d:87:76:48,88:66:a5:11:69:3e,moderate,1st_floor
7c:b2:7d:87:76:48,88:66:a5:97:34:60,moderate,1st_floor
7c:b2:7d:87:76:48,a4:c3:f0:a1:fc:0c,moderate,1st_floor
7c:b2:7d:87:76:48,9c:da:3e:7e:f8:ce,moderate,1st_floor
7c:b2:7d:87:76:48,98:10:e8:3b:08:d7,moderate,1st_floor
7c:b2:7d:87:76:48,9c:da:3e:69:ca:bc,moderate,1st_floor
7c:b2:7d:87:76:48,04:d6:aa:c0:d8:56,moderate,1st_floor
7c:b2:7d:87:76:48,8c:83:e1:48:c8:28,moderate,1st_floor
7c:b2:7d:87:76:48,bc:e1:43:0e:5a:87,severe,1st_floor
7c:b2:7d:87:76:48,9c:da:3e:69:d3:e0,severe,1st_floor
7c:b2:7d:87:76:48,5c:5f:67:8b:1c:76,severe,1st_floor
7c:b2:7d:87:76:48,c0:ee:fb:6c:53:1e,severe,1st_floor
7c:b2:7d:87:76:48,48:a4:72:ae:12:7b,severe,1st_floor
7c:b2:7d:87:76:48,5c:5f:67:8b:fd:35,severe,1st_floor
b4:9c:df:64:5e:04,9c:da:3e:69:d3:ef,mild,1st_floor
b4:9c:df:64:5e:04,c0:ee:fb:72:2d:50,mild,1st_floor
b4:9c:df:64:5e:04,88:66:a5:43:92:e8,mild,1st_floor
b4:9c:df:64:5e:04,5c:5f:67:8b:1c:7b,mild,1st_floor
b4:9c:df:64:5e:04,88:66:a5:17:7b:51,mild,1st_floor
b4:9c:df:64:5e:04,98:10:e8:07:b6:8f,mild,1st_floor
b4:9c:df:64:5e:04,90:61:ae:25:a1:ca,mild,1st_floor
b4:9c:df:64:5e:04,5c:5f:67:8b:29:dc,mild,1st_floor
b4:9c:df:64:5e:04,88:66:a5:1f:0b:05,mild,1st_floor
b4:9c:df:64:5e:04,5c:f7:e6:e6:bb:2a,mild,1st_floor
b4:9c:df:64:5e:04,9c:da:3e:7f:a1:2a,mild,1st_floor
b4:9c:df:64:5e:04,5c:f7:e6:e3:e3:2c,mild,1st_floor
b4:9c:df:64:5e:04,88:66:a5:3e:a5:c2,mild,1st_floor
b4:9c:df:64:5e:04,88:66:a5:a1:65:4e,mild,1st_floor
b4:9c:df:64:5e:04,5c:5f:67:8b:e1:b5,mild,1st_floor
b4:9c:df:64:5e:04,b4:9c:df:78:0a:65,mild,1st_floor
b4:9c:df:64:5e:04,64:70:33:8a:84:53,mild,1st_floor
b4:9c:df:64:5e:04,cc:20:e8:20:41:74,mild,1st_floor
b4:9c:df:64:5e:04,48:a4:72:ae:12:8f,mild,1st_floor
b4:9c:df:64:5e:04,c0:e8:62:64:08:76,moderate,1st_floor
b4:9c:df:64:5e:04,0c:51:01:9f:36:99,moderate,1st_floor
b4:9c:df:64:5e:04,c4:6e:1f:1c:f2:9b,moderate,1st_floor
b4:9c:df:64:5e:04,88:66:a5:1a:b2:f7,moderate,1st_floor
b4:9c:df:64:5e:04,24:1b:7a:99:36:b1,moderate,1st_floor
b4:9c:df:64:5e:04,24:1b:7a:a4:7f:52,moderate,1st_floor
b4:9c:df:64:5e:04,04:ea:56:92:f9:9b,moderate,1st_floor
b4:9c:df:64:5e:04,88:66:a5:55:68:23,severe,1st_floor
5c:f7:e6:e3:e3:2c,c4:6e:1f:1c:f2:9b,mild,1st_floor
5c:f7:e6:e3:e3:2c,b4:9c:df:64:5e:04,mild,1st_floor
5c:f7:e6:e3:e3:2c,5c:5f:67:8b:29:dc,mild,1st_floor
5c:f7:e6:e3:e3:2c,cc:20:e8:20:41:74,mild,1st_floor
5c:f7:e6:e3:e3:2c,88:66:a5:17:7b:51,mild,1st_floor
5c:f7:e6:e3:e3:2c,88:66:a5:a1:65:4e,mild,1st_floor
5c:f7:e6:e3:e3:2c,88:66:a5:1f:0b:05,mild,1st_floor
5c:f7:e6:e3:e3:2c,24:1b:7a:99:36:b1,mild,1st_floor
5c:f7:e6:e3:e3:2c,88:66:a5:1a:b2:f7,mild,1st_floor
5c:f7:e6:e3:e3:2c,04:ea:56:92:f9:9b,mild,1st_floor
5c:f7:e6:e3:e3:2c,24:1b:7a:a4:7f:52,mild,1st_floor
5c:f7:e6:e3:e3:2c,c0:e8:62:64:08:76,mild,1st_floor
5c:f7:e6:e3:e3:2c,64:70:33:8a:84:53,mild,1st_floor
5c:f7:e6:e3:e3:2c,5c:f7:e6:e6:bb:2a,moderate,1st_floor
5c:f7:e6:e3:e3:2c,0c:51:01:9f:36:99,moderate,1st_floor
5c:f7:e6:e3:e3:2c,c0:ee:fb:72:2d:50,moderate,1st_floor
5c:f7:e6:e3:e3:2c,b4:9c:df:78:0a:65,moderate,1st_floor
5c:f7:e6:e3:e3:2c,88:66:a5:43:92:e8,moderate,1st_floor
